x_m,radius_m
0.0014397222744303518,0.02013688066384993
0.0015974392882195903,0.020168869716003308
0.0017544475355921788,0.020204173627305803
0.0019106773536985212,0.020242776733796417
0.00206605942506961,0.02028466190769717
0.0022205248083724317,0.02032981056501252
0.002374004968998487,0.020378202673774867
0.0025264318094718485,0.020429816762932526
0.0026777376996632717,0.020484629931876195
0.0028278555067969458,0.020542617860599716
0.0029767186252365723,0.02060375482049057
0.003124261006037565,0.02066801368574542
0.003270417186252247,0.02073536594540551
0.0034151223179750426,0.02080578171600667
0.003558312197114794,0.020879229754838278
0.003699923291881412,0.020955677473805338
0.0038398927709742438,0.021035090953887423
0.00397815853145963,0.02111743496018821
0.00411465922632531,0.0212026729575688
0.004249334291699411,0.021290767126857964
0.004382123973721992,0.021381678381632102
0.004960854483126552,0.02178378062538842
0.00554296699687183,0.022181992531036976
0.006128461514957829,0.022576314098577768
0.006717338037384546,0.02296674532801079
0.007309596564151984,0.02335328621933605
0.007905237095260139,0.02373593677255354
0.008504259630709015,0.024114696987663265
0.009106664170498609,0.02448956686466523
0.009712450714628925,0.024860546403559423
0.010321619263099959,0.025227635604345853
0.010934169815911712,0.025590834467024513
0.011550102373064182,0.025950142991595412
0.012169416934557377,0.02630556117805855
0.01279211350039129,0.026657089026413915
0.01341819207056592,0.027004726536661517
0.014047652645081267,0.027348473708801346
0.01468049522393734,0.027688330542833418
0.015316719807134126,0.02802429703875772
0.015956326394671635,0.02835637319657426
0.016599314986549867,0.028684559016283036
0.01724568558276881,0.029008854497884044
0.017895438183328477,0.02932925964137728
0.018548572788228863,0.029645774446762765
0.019205089397469968,0.029958398914040472
0.01986498801105179,0.030267133043210413
0.02052826862897434,0.030571976834272596
0.0211949312512376,0.03087293028722701
0.021864975877841586,0.03116999340207366
0.022538402508786283,0.031463166178812535
0.023215211144071712,0.03175244861744366
0.02389540178369785,0.032037840717967
0.02457897442766471,0.03231934248038259
0.02526592907597229,0.03259695390469041
0.025956265728620594,0.03287067499089047
0.02664998438560961,0.03314050573898275
0.027347085046939345,0.033406446148967275
0.028047567712609803,0.03366849622084403
0.028751432382620977,0.03392665595461302
0.029458679056972876,0.03418092535027425
0.030169307735665493,0.03443130440782771
0.030883318418698825,0.034677793127273406
0.03160071110607288,0.034920391508611336
